url,title,paragraph,tokens
https://en.wikipedia.org/wiki/Dachshund,Dachshund - Wikipedia,"The dachshund  (UK: /ˈdækshʊnd, -ənd, -hʊnt/ DAKS-huund, -⁠ənd, -⁠huunt or US: /ˈdɑːkshʊnt, -hʊnd, -ənt/ DAHKS-huunt, -⁠huund, -⁠ənt;[1][2][3][4] German: ""badger dog""), also known as the wiener dog, badger dog, doxie, and sausage dog, is a short-legged, long-bodied, hound-type dog breed. The dog may be smooth-haired, wire-haired, or long-haired. Coloration varies.","['the', 'dachshund', 'uk', 'daekshUnd', 'nd', 'hUnt', 'dakshuund', 'nd', 'huunt', 'or', 'us', 'dakshUnt', 'hUnd', 'nt', 'dahkshuunt', 'huund', 'nt', 'german', 'badger', 'dog', 'also', 'known', 'as', 'the', 'wiener', 'dog', 'badger', 'dog', 'doxie', 'and', 'sausage', 'dog', 'is', 'a', 'shortlegged', 'longbodied', 'houndtype', 'dog', 'breed', 'the', 'dog', 'may', 'be', 'smoothhaired', 'wirehaired', 'or', 'longhaired', 'coloration', 'varies']"
https://en.wikipedia.org/wiki/Dalmatian_(dog),Dalmatian (dog) - Wikipedia,"White background with black or brown spots. Black-spotted dogs will always have black noses, and brown will always have brown","['white', 'background', 'with', 'black', 'or', 'brown', 'spots', 'blackspotted', 'dogs', 'will', 'always', 'have', 'black', 'noses', 'and', 'brown', 'will', 'always', 'have', 'brown']"
https://en.wikipedia.org/wiki/Dandie_Dinmont_Terrier,Dandie Dinmont Terrier - Wikipedia,"A Dandie Dinmont Terrier is a small Scottish dog breed in the terrier family. The breed has a very long body, short legs, and a distinctive topknot of hair on the head. They are friendly but tough, and are suitable for interaction with older children. There are breed-specific health concerns: they can be affected by spinal problems due to their elongated body, and the breed is affected by canine cancer at a higher than average rate.","['a', 'dandie', 'dinmont', 'terrier', 'is', 'a', 'small', 'scottish', 'dog', 'breed', 'in', 'the', 'terrier', 'family', 'the', 'breed', 'has', 'a', 'very', 'long', 'body', 'short', 'legs', 'and', 'a', 'distinctive', 'topknot', 'of', 'hair', 'on', 'the', 'head', 'they', 'are', 'friendly', 'but', 'tough', 'and', 'are', 'suitable', 'for', 'interaction', 'with', 'older', 'children', 'there', 'are', 'breedspecific', 'health', 'concerns', 'they', 'can', 'be', 'affected', 'by', 'spinal', 'problems', 'due', 'to', 'their', 'elongated', 'body', 'and', 'the', 'breed', 'is', 'affected', 'by', 'canine', 'cancer', 'at', 'a', 'higher', 'than', 'average', 'rate']"
https://en.wikipedia.org/wiki/Danish_Spitz,Danish Spitz - Wikipedia,"The Danish Spitz is a dog breed, originating from Denmark. The breed is known for making a good family pet, particularly as they are patient with children. Throughout time they've been known under various names, including Samoyed Spitz, Wolf Spitz, Greenland Spitz and White Spitz, which made it difficult to keep track of the breed and the breeding. Today the breed is known as the Danish Spitz.","['the', 'danish', 'spitz', 'is', 'a', 'dog', 'breed', 'originating', 'from', 'denmark', 'the', 'breed', 'is', 'known', 'for', 'making', 'a', 'good', 'family', 'pet', 'particularly', 'as', 'they', 'are', 'patient', 'with', 'children', 'throughout', 'time', 'theyve', 'been', 'known', 'under', 'various', 'names', 'including', 'samoyed', 'spitz', 'wolf', 'spitz', 'greenland', 'spitz', 'and', 'white', 'spitz', 'which', 'made', 'it', 'difficult', 'to', 'keep', 'track', 'of', 'the', 'breed', 'and', 'the', 'breeding', 'today', 'the', 'breed', 'is', 'known', 'as', 'the', 'danish', 'spitz']"
https://en.wikipedia.org/wiki/Danish-Swedish_Farmdog,Danish–Swedish Farmdog - Wikipedia,"Danish–Swedish farmdog (Swedish: Dansk-svensk gårdshund, Danish: Dansk/svensk gårdhund) is a breed of dog that has its origin in Denmark and southern Sweden, but has become popular all over Scandinavia. It is a native breed which has historically lived on farms in the eastern part of Denmark and southernmost part of Sweden (i.e. on both sides of Øresund, the narrow strait that separates the Danish island of Zealand from the southern tip of the Scandinavian peninsula), serving as a guard dog, rat catcher and hunting dog.[1] The breed's soft and gentle temperament also makes them excellent companion dogs.There are some indications that the breed originates from the pinscher breeds and the British white hunting terriers.","['danishswedish', 'farmdog', 'swedish', 'dansksvensk', 'gardshund', 'danish', 'dansksvensk', 'gardhund', 'is', 'a', 'breed', 'of', 'dog', 'that', 'has', 'its', 'origin', 'in', 'denmark', 'and', 'southern', 'sweden', 'but', 'has', 'become', 'popular', 'all', 'over', 'scandinavia', 'it', 'is', 'a', 'native', 'breed', 'which', 'has', 'historically', 'lived', 'on', 'farms', 'in', 'the', 'eastern', 'part', 'of', 'denmark', 'and', 'southernmost', 'part', 'of', 'sweden', 'ie', 'on', 'both', 'sides', 'of', 'oresund', 'the', 'narrow', 'strait', 'that', 'separates', 'the', 'danish', 'island', 'of', 'zealand', 'from', 'the', 'southern', 'tip', 'of', 'the', 'scandinavian', 'peninsula', 'serving', 'as', 'a', 'guard', 'dog', 'rat', 'catcher', 'and', 'hunting', 'dog', 'the', 'breeds', 'soft', 'and', 'gentle', 'temperament', 'also', 'makes', 'them', 'excellent', 'companion', 'dogsthere', 'are', 'some', 'indications', 'that', 'the', 'breed', 'originates', 'from', 'the', 'pinscher', 'breeds', 'and', 'the', 'british', 'white', 'hunting', 'terriers']"
https://en.wikipedia.org/wiki/Denmark_Feist,Denmark Feist - Wikipedia,"The Denmark Feist, sometimes written DenMark Feist, is a breed of feist from Virginia in the United States.","['the', 'denmark', 'feist', 'sometimes', 'written', 'denmark', 'feist', 'is', 'a', 'breed', 'of', 'feist', 'from', 'virginia', 'in', 'the', 'united', 'states']"
https://en.wikipedia.org/wiki/Dingo,Dingo - Wikipedia,"Canis familiaris Linnaeus, 1758[2]Canis familiaris dingo Meyer, 1793[5]","['canis', 'familiaris', 'linnaeus', 'canis', 'familiaris', 'dingo', 'meyer']"
https://en.wikipedia.org/wiki/Dogo_Argentino,Dogo Argentino - Wikipedia,"The Dogo Argentino (plural Dogos Argentinos) is an Argentine breed of large dog of mastiff type. It was bred in the early twentieth century in Córdoba in central Argentina, primarily for dog-fighting, but also for hunting large game such as peccaries and pumas.[3]: 146 [4]: 340 [5]: 189 [6]: 140 [7][1] The foundation stock included a fighting dog of bulldog type, a Bull Terrier and a Mastín del Pirineo.[7]: 21 ","['the', 'dogo', 'argentino', 'plural', 'dogos', 'argentinos', 'is', 'an', 'argentine', 'breed', 'of', 'large', 'dog', 'of', 'mastiff', 'type', 'it', 'was', 'bred', 'in', 'the', 'early', 'twentieth', 'century', 'in', 'cordoba', 'in', 'central', 'argentina', 'primarily', 'for', 'dogfighting', 'but', 'also', 'for', 'hunting', 'large', 'game', 'such', 'as', 'peccaries', 'and', 'pumas', 'the', 'foundation', 'stock', 'included', 'a', 'fighting', 'dog', 'of', 'bulldog', 'type', 'a', 'bull', 'terrier', 'and', 'a', 'mastin', 'del', 'pirineo']"
https://en.wikipedia.org/wiki/Guatemalan_Dogo,Guatemalan Dogo - Wikipedia,"Guatemalan Dogo (Dogo Guatemalteco), formerly known as the Guatemalan Bull Terrier, is a mastiff-type dog breed originating in Guatemala. It is neither recognized by the Fédération Cynologique Internationale (FCI) nor the American Kennel Club (AKC). However, it has the official national recognition of the Asociación Canofila Guatemalteca (ACANGUA) where it belongs to the Group 2.2.1 - Mastiffs.[1] As a unique breed originating in Guatemala, it is also the national dog of the country. It has been introduced to some other countries.[1]","['guatemalan', 'dogo', 'dogo', 'guatemalteco', 'formerly', 'known', 'as', 'the', 'guatemalan', 'bull', 'terrier', 'is', 'a', 'mastifftype', 'dog', 'breed', 'originating', 'in', 'guatemala', 'it', 'is', 'neither', 'recognized', 'by', 'the', 'federation', 'cynologique', 'internationale', 'fci', 'nor', 'the', 'american', 'kennel', 'club', 'akc', 'however', 'it', 'has', 'the', 'official', 'national', 'recognition', 'of', 'the', 'asociacion', 'canofila', 'guatemalteca', 'acangua', 'where', 'it', 'belongs', 'to', 'the', 'group', 'mastiffs', 'as', 'a', 'unique', 'breed', 'originating', 'in', 'guatemala', 'it', 'is', 'also', 'the', 'national', 'dog', 'of', 'the', 'country', 'it', 'has', 'been', 'introduced', 'to', 'some', 'other', 'countries']"
https://en.wikipedia.org/wiki/List_of_Italian_dog_breeds,List of Italian dog breeds - Wikipedia,"Seventeen Italian dog breeds are recognised by the Ente Nazionale della Cinofilia Italiana,[1] of which fifteen are recognised also by the Fédération Cynologique Internationale. A further six are in the process of recognition by the ENCI. There are a number of local breeds or types without national recognition.[2]","['seventeen', 'italian', 'dog', 'breeds', 'are', 'recognised', 'by', 'the', 'ente', 'nazionale', 'della', 'cinofilia', 'italiana', 'of', 'which', 'fifteen', 'are', 'recognised', 'also', 'by', 'the', 'federation', 'cynologique', 'internationale', 'a', 'further', 'six', 'are', 'in', 'the', 'process', 'of', 'recognition', 'by', 'the', 'enci', 'there', 'are', 'a', 'number', 'of', 'local', 'breeds', 'or', 'types', 'without', 'national', 'recognition']"
https://en.wikipedia.org/wiki/Dogue_Brasileiro,Dogue Brasileiro - Wikipedia,"The Dogue Brasileiro is a mastiff-type working dog breed originating in Brazil. It is neither recognized by the Fédération Cynologique Internationale (FCI) nor the American Kennel Club (AKC). However, it has the official Brazilian recognition by the Brazilian Confederation of Cynophilia (CBKC) where it belongs to the Group 11 – Breeds not recognized by the FCI.[1]","['the', 'dogue', 'brasileiro', 'is', 'a', 'mastifftype', 'working', 'dog', 'breed', 'originating', 'in', 'brazil', 'it', 'is', 'neither', 'recognized', 'by', 'the', 'federation', 'cynologique', 'internationale', 'fci', 'nor', 'the', 'american', 'kennel', 'club', 'akc', 'however', 'it', 'has', 'the', 'official', 'brazilian', 'recognition', 'by', 'the', 'brazilian', 'confederation', 'of', 'cynophilia', 'cbkc', 'where', 'it', 'belongs', 'to', 'the', 'group', 'breeds', 'not', 'recognized', 'by', 'the', 'fci']"
https://en.wikipedia.org/wiki/Dogue_de_Bordeaux,Dogue de Bordeaux - Wikipedia,"The Dogue de Bordeaux, Bordeaux Mastiff, French Mastiff or Bordeauxdog is a large French mastiff breed. A typical brachycephalic mastiff breed, the Bordeaux is a very powerful dog, with a very muscular body. ","['the', 'dogue', 'de', 'bordeaux', 'bordeaux', 'mastiff', 'french', 'mastiff', 'or', 'bordeauxdog', 'is', 'a', 'large', 'french', 'mastiff', 'breed', 'a', 'typical', 'brachycephalic', 'mastiff', 'breed', 'the', 'bordeaux', 'is', 'a', 'very', 'powerful', 'dog', 'with', 'a', 'very', 'muscular', 'body']"
https://en.wikipedia.org/wiki/Donggyeongi,Donggyeongi - Wikipedia,"The Donggyeongi, also called daeng gyeon (댕견) or Donggyeong gae (동경개), is a naturally bob-tailed dog breed originated in Korea.[1][2]  It is an endangered breed of some 600 dogs in total, and has been protected as a natural heritage in South Korea since 2012 (Cultural Heritage Administration of Korea, number 540).[3]","['the', 'donggyeongi', 'also', 'called', 'daeng', 'gyeon', 'daenggyeon', 'or', 'donggyeong', 'gae', 'donggyeonggae', 'is', 'a', 'naturally', 'bobtailed', 'dog', 'breed', 'originated', 'in', 'korea', 'it', 'is', 'an', 'endangered', 'breed', 'of', 'some', 'dogs', 'in', 'total', 'and', 'has', 'been', 'protected', 'as', 'a', 'natural', 'heritage', 'in', 'south', 'korea', 'since', 'cultural', 'heritage', 'administration', 'of', 'korea', 'number']"
https://en.wikipedia.org/wiki/Drentse_Patrijshond,Drentse Patrijshond - Wikipedia,"The Drentsche Patrijshond is a versatile spaniel-type hunting dog from the Dutch province of Drenthe. Called the Dutch Partridge Dog (or ""Drent"" for Drenthe) in English, approximately 5,000 dogs are registered with the breed club in the Netherlands, and breed clubs operate in Belgium, Denmark, Scandinavia and North America. The Drentsche Patrijshond bears some resemblance to both spaniel and setter types of dog. An excellent pointer and retriever, this dog is often used to hunt fowl and adapts equally well to the field or marshes.","['the', 'drentsche', 'patrijshond', 'is', 'a', 'versatile', 'spanieltype', 'hunting', 'dog', 'from', 'the', 'dutch', 'province', 'of', 'drenthe', 'called', 'the', 'dutch', 'partridge', 'dog', 'or', 'drent', 'for', 'drenthe', 'in', 'english', 'approximately', 'dogs', 'are', 'registered', 'with', 'the', 'breed', 'club', 'in', 'the', 'netherlands', 'and', 'breed', 'clubs', 'operate', 'in', 'belgium', 'denmark', 'scandinavia', 'and', 'north', 'america', 'the', 'drentsche', 'patrijshond', 'bears', 'some', 'resemblance', 'to', 'both', 'spaniel', 'and', 'setter', 'types', 'of', 'dog', 'an', 'excellent', 'pointer', 'and', 'retriever', 'this', 'dog', 'is', 'often', 'used', 'to', 'hunt', 'fowl', 'and', 'adapts', 'equally', 'well', 'to', 'the', 'field', 'or', 'marshes']"
https://en.wikipedia.org/wiki/Drever,Drever - Wikipedia,"The Drever is  a breed of dog, a short-legged scenthound from Sweden used for hunting deer and other game. The Drever is descended from the Westphalian Dachsbracke, a type of German hound called Bracke. The breed name Drever was chosen through a contest in 1947.","['the', 'drever', 'is', 'a', 'breed', 'of', 'dog', 'a', 'shortlegged', 'scenthound', 'from', 'sweden', 'used', 'for', 'hunting', 'deer', 'and', 'other', 'game', 'the', 'drever', 'is', 'descended', 'from', 'the', 'westphalian', 'dachsbracke', 'a', 'type', 'of', 'german', 'hound', 'called', 'bracke', 'the', 'breed', 'name', 'drever', 'was', 'chosen', 'through', 'a', 'contest', 'in']"
https://en.wikipedia.org/wiki/Dunker,Dunker - Wikipedia,"A Dunker, also known as the Norwegian Hound, is a medium-sized breed of dog from Norway. It was bred by Wilhelm Dunker to be a scenthound by crossing a Russian Harlequin Hound with dependable Norwegian scent hounds.","['a', 'dunker', 'also', 'known', 'as', 'the', 'norwegian', 'hound', 'is', 'a', 'mediumsized', 'breed', 'of', 'dog', 'from', 'norway', 'it', 'was', 'bred', 'by', 'wilhelm', 'dunker', 'to', 'be', 'a', 'scenthound', 'by', 'crossing', 'a', 'russian', 'harlequin', 'hound', 'with', 'dependable', 'norwegian', 'scent', 'hounds']"
https://en.wikipedia.org/wiki/Dutch_Shepherd,Dutch Shepherd - Wikipedia,"The Dutch Shepherd is a herding dog of Dutch origin. They were used by shepherds and farmers who needed a versatile dog, with few demands, and a dog that was able to adapt to a harsh and meager existence.","['the', 'dutch', 'shepherd', 'is', 'a', 'herding', 'dog', 'of', 'dutch', 'origin', 'they', 'were', 'used', 'by', 'shepherds', 'and', 'farmers', 'who', 'needed', 'a', 'versatile', 'dog', 'with', 'few', 'demands', 'and', 'a', 'dog', 'that', 'was', 'able', 'to', 'adapt', 'to', 'a', 'harsh', 'and', 'meager', 'existence']"
https://en.wikipedia.org/wiki/Dutch_Smoushond,Dutch Smoushond - Wikipedia,"The Dutch Smoushond (Hollandse Smoushond, Dutch Ratter) is a small breed of dog, related to the Pinscher and Schnauzer breed type kept in stables to eliminate rats and mice in Germany and the Netherlands. It is very rare and not well known outside the Netherlands, its country of origin.","['the', 'dutch', 'smoushond', 'hollandse', 'smoushond', 'dutch', 'ratter', 'is', 'a', 'small', 'breed', 'of', 'dog', 'related', 'to', 'the', 'pinscher', 'and', 'schnauzer', 'breed', 'type', 'kept', 'in', 'stables', 'to', 'eliminate', 'rats', 'and', 'mice', 'in', 'germany', 'and', 'the', 'netherlands', 'it', 'is', 'very', 'rare', 'and', 'not', 'well', 'known', 'outside', 'the', 'netherlands', 'its', 'country', 'of', 'origin']"
https://en.wikipedia.org/wiki/East_Siberian_Laika,East Siberian Laika - Wikipedia,"The East Siberian Laika (Vostotchno-Sibirskaia Laika) is a Russian breed of dog of spitz type, a hunting dog originating in parts of Siberia east of the Yenisei River.","['the', 'east', 'siberian', 'laika', 'vostotchnosibirskaia', 'laika', 'is', 'a', 'russian', 'breed', 'of', 'dog', 'of', 'spitz', 'type', 'a', 'hunting', 'dog', 'originating', 'in', 'parts', 'of', 'siberia', 'east', 'of', 'the', 'yenisei', 'river']"
https://en.wikipedia.org/wiki/East-European_Shepherd,East European Shepherd - Wikipedia,"The East European Shepherd, also called Vostochno Evropeiskaya Ovcharka or VEO (Russian: Восточно-европейская овчарка or ВЕО) is a Soviet Union breed of shepherd dog. It was selectively bred in the Soviet Union from the German Shepherd to create a larger dog with better resistance to cold conditions, and was intended for military and guard work.[2][3][4]","['the', 'east', 'european', 'shepherd', 'also', 'called', 'vostochno', 'evropeiskaya', 'ovcharka', 'or', 'veo', 'russian', 'vostochnoevropeiskaia', 'ovcharka', 'or', 'veo', 'is', 'a', 'soviet', 'union', 'breed', 'of', 'shepherd', 'dog', 'it', 'was', 'selectively', 'bred', 'in', 'the', 'soviet', 'union', 'from', 'the', 'german', 'shepherd', 'to', 'create', 'a', 'larger', 'dog', 'with', 'better', 'resistance', 'to', 'cold', 'conditions', 'and', 'was', 'intended', 'for', 'military', 'and', 'guard', 'work']"
https://en.wikipedia.org/wiki/Ecuadorian_Hairless_Dog,Hairless dog - Wikipedia,"A hairless dog is a dog with a genetic disposition for hairlessness and hair loss. There are two known types of genetic hairlessness, a dominant and a recessive type. The dominant type is caused by ectodermal dysplasia as a result of a mutation in the FOXI3 autosomal gene.[1]","['a', 'hairless', 'dog', 'is', 'a', 'dog', 'with', 'a', 'genetic', 'disposition', 'for', 'hairlessness', 'and', 'hair', 'loss', 'there', 'are', 'two', 'known', 'types', 'of', 'genetic', 'hairlessness', 'a', 'dominant', 'and', 'a', 'recessive', 'type', 'the', 'dominant', 'type', 'is', 'caused', 'by', 'ectodermal', 'dysplasia', 'as', 'a', 'result', 'of', 'a', 'mutation', 'in', 'the', 'foxi', 'autosomal', 'gene']"
https://en.wikipedia.org/wiki/English_Cocker_Spaniel,English Cocker Spaniel - Wikipedia,"The English Cocker Spaniel is a breed of gun dog. It is noteworthy for producing one of the most varied numbers of pups in a litter among all dog breeds. The English Cocker Spaniel is an active, good-natured, sporting dog[1] standing well up at the withers and compactly built.[2] There are ""field"" or ""working"" cockers and ""house"" cockers. It is one of several varieties of spaniel and is the foundation of its American cousin, the American Cocker Spaniel. The English Cocker is closer to the working-dog form of the Field Spaniel and the English Springer Spaniel. English Cocker Spaniels are also known as the ""Merry Spaniel"" due to their constantly wagging tail.","['the', 'english', 'cocker', 'spaniel', 'is', 'a', 'breed', 'of', 'gun', 'dog', 'it', 'is', 'noteworthy', 'for', 'producing', 'one', 'of', 'the', 'most', 'varied', 'numbers', 'of', 'pups', 'in', 'a', 'litter', 'among', 'all', 'dog', 'breeds', 'the', 'english', 'cocker', 'spaniel', 'is', 'an', 'active', 'goodnatured', 'sporting', 'dog', 'standing', 'well', 'up', 'at', 'the', 'withers', 'and', 'compactly', 'built', 'there', 'are', 'field', 'or', 'working', 'cockers', 'and', 'house', 'cockers', 'it', 'is', 'one', 'of', 'several', 'varieties', 'of', 'spaniel', 'and', 'is', 'the', 'foundation', 'of', 'its', 'american', 'cousin', 'the', 'american', 'cocker', 'spaniel', 'the', 'english', 'cocker', 'is', 'closer', 'to', 'the', 'workingdog', 'form', 'of', 'the', 'field', 'spaniel', 'and', 'the', 'english', 'springer', 'spaniel', 'english', 'cocker', 'spaniels', 'are', 'also', 'known', 'as', 'the', 'merry', 'spaniel', 'due', 'to', 'their', 'constantly', 'wagging', 'tail']"
https://en.wikipedia.org/wiki/English_Foxhound,English Foxhound - Wikipedia,"The English Foxhound is one of the four foxhound breeds of dog. It is a cousin of the American Foxhound. They are scent hounds, bred to hunt foxes by scent.","['the', 'english', 'foxhound', 'is', 'one', 'of', 'the', 'four', 'foxhound', 'breeds', 'of', 'dog', 'it', 'is', 'a', 'cousin', 'of', 'the', 'american', 'foxhound', 'they', 'are', 'scent', 'hounds', 'bred', 'to', 'hunt', 'foxes', 'by', 'scent']"
https://en.wikipedia.org/wiki/English_Mastiff,English Mastiff - Wikipedia,"The English Mastiff, or simply the Mastiff, is a British dog breed of very large size. It is likely descended from the ancient Alaunt and Pugnaces Britanniae, with a significant input from the Alpine Mastiff in the 19th century. Distinguished by its enormous size, massive head, short coat in a limited range of colours, and always displaying a black mask, the Mastiff is noted for its gentle and loving nature. The lineage of modern dogs can be traced back to the early 19th century, but the modern type was stabilised in the 1880s and refined since. Following a period of sharp decline, the Mastiff has increased its worldwide popularity.  Throughout its history the Mastiff has contributed to the development of a number of dog breeds, some generally known as mastiff-type dogs or, confusingly, just as ""mastiffs"". It is the largest living canine, outweighing the wolf by up to 50 kg (110 lbs) on average.","['the', 'english', 'mastiff', 'or', 'simply', 'the', 'mastiff', 'is', 'a', 'british', 'dog', 'breed', 'of', 'very', 'large', 'size', 'it', 'is', 'likely', 'descended', 'from', 'the', 'ancient', 'alaunt', 'and', 'pugnaces', 'britanniae', 'with', 'a', 'significant', 'input', 'from', 'the', 'alpine', 'mastiff', 'in', 'the', 'th', 'century', 'distinguished', 'by', 'its', 'enormous', 'size', 'massive', 'head', 'short', 'coat', 'in', 'a', 'limited', 'range', 'of', 'colours', 'and', 'always', 'displaying', 'a', 'black', 'mask', 'the', 'mastiff', 'is', 'noted', 'for', 'its', 'gentle', 'and', 'loving', 'nature', 'the', 'lineage', 'of', 'modern', 'dogs', 'can', 'be', 'traced', 'back', 'to', 'the', 'early', 'th', 'century', 'but', 'the', 'modern', 'type', 'was', 'stabilised', 'in', 'the', 's', 'and', 'refined', 'since', 'following', 'a', 'period', 'of', 'sharp', 'decline', 'the', 'mastiff', 'has', 'increased', 'its', 'worldwide', 'popularity', 'throughout', 'its', 'history', 'the', 'mastiff', 'has', 'contributed', 'to', 'the', 'development', 'of', 'a', 'number', 'of', 'dog', 'breeds', 'some', 'generally', 'known', 'as', 'mastifftype', 'dogs', 'or', 'confusingly', 'just', 'as', 'mastiffs', 'it', 'is', 'the', 'largest', 'living', 'canine', 'outweighing', 'the', 'wolf', 'by', 'up', 'to', 'kg', 'lbs', 'on', 'average']"
https://en.wikipedia.org/wiki/English_Setter,English Setter - Wikipedia,"The English Setter is a medium-size breed of dog. It is part of the setter group, which includes the red Irish Setters, Irish Red and White Setters, and black-and-tan Gordon Setters. The mainly white body coat is of medium length with long silky fringes on the back of the legs, under the belly and on the tail. The coat features flecks of colour, and the different colour varieties are referred to as belton.","['the', 'english', 'setter', 'is', 'a', 'mediumsize', 'breed', 'of', 'dog', 'it', 'is', 'part', 'of', 'the', 'setter', 'group', 'which', 'includes', 'the', 'red', 'irish', 'setters', 'irish', 'red', 'and', 'white', 'setters', 'and', 'blackandtan', 'gordon', 'setters', 'the', 'mainly', 'white', 'body', 'coat', 'is', 'of', 'medium', 'length', 'with', 'long', 'silky', 'fringes', 'on', 'the', 'back', 'of', 'the', 'legs', 'under', 'the', 'belly', 'and', 'on', 'the', 'tail', 'the', 'coat', 'features', 'flecks', 'of', 'colour', 'and', 'the', 'different', 'colour', 'varieties', 'are', 'referred', 'to', 'as', 'belton']"
https://en.wikipedia.org/wiki/English_Shepherd,English Shepherd - Wikipedia,The English Shepherd is a breed of herding dog from the United States.,"['the', 'english', 'shepherd', 'is', 'a', 'breed', 'of', 'herding', 'dog', 'from', 'the', 'united', 'states']"
https://en.wikipedia.org/wiki/English_Springer_Spaniel,English Springer Spaniel - Wikipedia,"The English Springer is a breed of gun dog in the Spaniel group traditionally used for flushing and retrieving game. It is an affectionate, excitable breed with a typical lifespan of twelve to fourteen years.[1] They are very similar to the Welsh Springer Spaniel and are descended from the Norfolk or Shropshire Spaniels of the mid-19th century; the breed has diverged into separate show and working lines. The breed suffers from average health complaints. The show-bred version of the breed has been linked to ""rage syndrome"", although the disorder is very rare. It is closely related to the Welsh Springer Spaniel and very closely to the English Cocker Spaniel; less than a century ago, springers and cockers would come from the same litter. The smaller ""cockers"" hunted woodcock while the larger littermates were used to flush, or ""spring"", game. In 1902, The Kennel Club recognized the English Springer Spaniel as a distinct breed.[2] They are used as sniffer dogs on a widespread basis. The term Springer comes from the historic hunting role, where the dog would flush (spring) birds into the air.","['the', 'english', 'springer', 'is', 'a', 'breed', 'of', 'gun', 'dog', 'in', 'the', 'spaniel', 'group', 'traditionally', 'used', 'for', 'flushing', 'and', 'retrieving', 'game', 'it', 'is', 'an', 'affectionate', 'excitable', 'breed', 'with', 'a', 'typical', 'lifespan', 'of', 'twelve', 'to', 'fourteen', 'years', 'they', 'are', 'very', 'similar', 'to', 'the', 'welsh', 'springer', 'spaniel', 'and', 'are', 'descended', 'from', 'the', 'norfolk', 'or', 'shropshire', 'spaniels', 'of', 'the', 'midth', 'century', 'the', 'breed', 'has', 'diverged', 'into', 'separate', 'show', 'and', 'working', 'lines', 'the', 'breed', 'suffers', 'from', 'average', 'health', 'complaints', 'the', 'showbred', 'version', 'of', 'the', 'breed', 'has', 'been', 'linked', 'to', 'rage', 'syndrome', 'although', 'the', 'disorder', 'is', 'very', 'rare', 'it', 'is', 'closely', 'related', 'to', 'the', 'welsh', 'springer', 'spaniel', 'and', 'very', 'closely', 'to', 'the', 'english', 'cocker', 'spaniel', 'less', 'than', 'a', 'century', 'ago', 'springers', 'and', 'cockers', 'would', 'come', 'from', 'the', 'same', 'litter', 'the', 'smaller', 'cockers', 'hunted', 'woodcock', 'while', 'the', 'larger', 'littermates', 'were', 'used', 'to', 'flush', 'or', 'spring', 'game', 'in', 'the', 'kennel', 'club', 'recognized', 'the', 'english', 'springer', 'spaniel', 'as', 'a', 'distinct', 'breed', 'they', 'are', 'used', 'as', 'sniffer', 'dogs', 'on', 'a', 'widespread', 'basis', 'the', 'term', 'springer', 'comes', 'from', 'the', 'historic', 'hunting', 'role', 'where', 'the', 'dog', 'would', 'flush', 'spring', 'birds', 'into', 'the', 'air']"
https://en.wikipedia.org/wiki/English_Toy_Terrier_(Black_%26_Tan),English Toy Terrier (Black & Tan) - Wikipedia,The English Toy Terrier (Black & Tan) is a small breed of terrier in the toy dog group.,"['the', 'english', 'toy', 'terrier', 'black', 'tan', 'is', 'a', 'small', 'breed', 'of', 'terrier', 'in', 'the', 'toy', 'dog', 'group']"
https://en.wikipedia.org/wiki/Entlebucher_Mountain_Dog,Entlebucher Mountain Dog - Wikipedia,"The Entlebucher Sennenhund or Entlebucher Mountain Dog is a medium-sized herding dog, it is the smallest of the four regional breeds that constitute the Sennenhund dog type. The name Sennenhund refers to people called Senn, herders in the Swiss Alps. Entlebuch is a region in the canton of Lucerne in Switzerland. The breed is also known in English as the Entelbuch Mountain Dog, Entelbucher Cattle Dog,  and similar combinations.","['the', 'entlebucher', 'sennenhund', 'or', 'entlebucher', 'mountain', 'dog', 'is', 'a', 'mediumsized', 'herding', 'dog', 'it', 'is', 'the', 'smallest', 'of', 'the', 'four', 'regional', 'breeds', 'that', 'constitute', 'the', 'sennenhund', 'dog', 'type', 'the', 'name', 'sennenhund', 'refers', 'to', 'people', 'called', 'senn', 'herders', 'in', 'the', 'swiss', 'alps', 'entlebuch', 'is', 'a', 'region', 'in', 'the', 'canton', 'of', 'lucerne', 'in', 'switzerland', 'the', 'breed', 'is', 'also', 'known', 'in', 'english', 'as', 'the', 'entelbuch', 'mountain', 'dog', 'entelbucher', 'cattle', 'dog', 'and', 'similar', 'combinations']"
https://en.wikipedia.org/wiki/Estonian_Hound,Estonian Hound - Wikipedia,"The Estonian Hound (Estonian: eesti hagijas) is a scent hound-like breed, with the distinction of being the only dog breed developed in Estonia. It was bred in 1947 when the Soviet Union's national economy ministry decided that every country in the Union must have its own breed. In September 2019, the FCI officially recognized the breed.[1]","['the', 'estonian', 'hound', 'estonian', 'eesti', 'hagijas', 'is', 'a', 'scent', 'houndlike', 'breed', 'with', 'the', 'distinction', 'of', 'being', 'the', 'only', 'dog', 'breed', 'developed', 'in', 'estonia', 'it', 'was', 'bred', 'in', 'when', 'the', 'soviet', 'unions', 'national', 'economy', 'ministry', 'decided', 'that', 'every', 'country', 'in', 'the', 'union', 'must', 'have', 'its', 'own', 'breed', 'in', 'september', 'the', 'fci', 'officially', 'recognized', 'the', 'breed']"
